location_names,first_trip_month,last_trip_month,lat,lon,still_active,region
S Outer Mission - Point 1 ,2025-10,2026-03,37.711,-122.448,False,SF
W Bayview - Point 1 ,2025-10,2025-10,37.74,-122.399,False,SF
Folsom St at 1st St,2025-11,2026-07,37.787,-122.395,True,SF
VIRTUAL STATION - Transbay Terminal; Salesforce Transit Center Overflow; Salesforce Transit Center Virtual Station,2026-02,2026-07,37.788,-122.398,True,SF
Howard St at Beale St Overflow\n; Howard St at Beale St Virtual Station; Beale St at Howard St,2026-03,2026-07,37.79,-122.394,True,SF
Bayshore Caltrain Virtual Station,2026-03,2026-07,37.709,-122.402,True,SF
Rhode Island St at 16th St,2026-04,2026-05,37.766,-122.403,True,SF
Ferry Plaza Virtual Station,2026-04,2026-07,37.794,-122.393,True,SF
Pier 27 Virtual Station,2026-04,2026-07,37.805,-122.402,True,SF
Kearny St at California St,2026-05,2026-07,37.793,-122.405,True,SF
Main St at Howard St,2026-06,2026-07,37.791,-122.394,True,SF
Clay St at Davis St,2026-06,2026-07,37.795,-122.398,True,SF
Polk St at Clay St - Two Segments,2026-06,2026-07,37.792,-122.421,True,SF
Vallejo St at Stockton St - Two Segments,2026-06,2026-07,37.799,-122.409,True,SF
Webster St at Post St,2026-07,2026-07,37.786,-122.432,True,SF
Scott St at Geary Blvd,2026-07,2026-07,37.784,-122.438,True,SF
San Salvador St at 9th St,2017,2026-07,37.334,-121.877,True,San Jose
5th St at Virginia St,2017,2026-07,37.326,-121.877,True,San Jose
The Alameda at Bush St,2017,2026-07,37.332,-121.905,True,San Jose
Santa Clara St at Almaden Blvd,2017,2026-07,37.334,-121.895,True,San Jose
Morrison Ave at Julian St; W Julian St at N Morrison St; N Morrison Ave at W Julian St,2017,2026-07,37.334,-121.909,True,San Jose
Cahill Park,2017,2026-07,37.329,-121.905,True,San Jose
Paseo De San Antonio at 2nd St,2017,2026-07,37.334,-121.887,True,San Jose
San Salvador St at 1st St,2017,2019-04,37.33,-121.886,False,San Jose
Julian St at The Alameda,2017,2026-07,37.332,-121.913,True,San Jose
SAP Center,2017,2026-07,37.333,-121.9,True,San Jose
San Fernando at 7th St; San Fernando St at 7th St,2017,2026-07,37.337,-121.883,True,San Jose
San Carlos St at Market St,2017,2026-07,37.331,-121.889,True,San Jose
Locust St at Grant St,2017,2026-07,37.323,-121.888,True,San Jose
San Fernando St at 4th St,2017,2026-07,37.336,-121.886,True,San Jose
Willow St at Vine St,2017,2026-07,37.318,-121.883,True,San Jose
San Carlos St at 11th St,2017,2026-07,37.336,-121.877,True,San Jose
Market St at Park St,2017,2020-07,37.332,-121.89,False,San Jose
Pierce Ave at Market St,2017,2026-07,37.328,-121.885,True,San Jose
Santa Clara St at 7th St,2017,2026-07,37.339,-121.884,True,San Jose
Autumn Parkway at Coleman Ave,2017,2026-07,37.341,-121.903,True,San Jose
Ryland Park,2017,2026-07,37.343,-121.896,True,San Jose
Delmas Ave and San Fernando St,2017,2026-07,37.33,-121.898,True,San Jose
5th St at San Salvador St,2017,2026-07,37.332,-121.882,True,San Jose
William St at 10th St,2017,2026-07,37.333,-121.876,True,San Jose
9th St at San Fernando; 9th St at San Fernando St,2017,2026-07,37.338,-121.881,True,San Jose
S. 4th St at San Carlos St; 4th St at San Carlos St,2017,2026-07,37.333,-121.884,True,San Jose
San Pedro Square,2017,2026-07,37.337,-121.894,True,San Jose
Jackson St at 5th St,2017,2026-07,37.349,-121.895,True,San Jose
San Jose Diridon Station,2017,2026-07,37.33,-121.902,True,San Jose
Bestor Art Park,2017,2026-07,37.324,-121.874,True,San Jose
Julian St at 6th St,2017,2026-07,37.343,-121.889,True,San Jose
Saint James Park,2017,2026-07,37.339,-121.89,True,San Jose
W St John St at Guadalupe River Trail,2017,2018-03,37.335,-121.898,False,San Jose
5th St at Taylor St,2017,2026-07,37.351,-121.896,True,San Jose
Almaden Blvd at Balbach St,2017,2026-07,37.327,-121.889,True,San Jose
Mission St at 1st St,2017,2026-07,37.351,-121.902,True,San Jose
Almaden Blvd at San Fernando St,2017,2026-07,37.331,-121.893,True,San Jose
San Jose City Hall,2017,2026-07,37.337,-121.887,True,San Jose
Palm St at Willow St,2017,2026-07,37.317,-121.885,True,San Jose
George St at 1st St,2017,2026-07,37.348,-121.899,True,San Jose
Empire St at 1st St,2017,2026-07,37.345,-121.897,True,San Jose
Fountain Alley at S 2nd St,2018-01,2026-07,37.336,-121.889,True,San Jose
Oak St at 1st St,2018-02,2026-07,37.322,-121.881,True,San Jose
San Pedro St at Hedding St,2018-03,2026-07,37.353,-121.906,True,San Jose
NULL,2018-06,2019-05,37.4,-121.92,False,San Jose
2nd St at Julian St,2018-07,2026-07,37.341,-121.893,True,San Jose
Empire St at 7th St; 7th St at Empire St,2018-10,2026-07,37.348,-121.891,True,San Jose
Backesto Park (Jackson St at 13th St); Backesto Park,2019-02,2026-07,37.353,-121.886,True,San Jose
Taylor St at 9th St,2019-02,2026-07,37.353,-121.892,True,San Jose
Kerley Dr at Rosemary St,2019-03,2026-07,37.361,-121.907,True,San Jose
Gish Rd at 1st St,2019-03,2026-07,37.362,-121.909,True,San Jose
Asbury St at The Alameda,2019-03,2026-07,37.338,-121.919,True,San Jose
Skyport Dr at Technology Dr,2019-03,2026-07,37.365,-121.917,True,San Jose
Bird Ave at Coe Ave,2019-03,2026-07,37.315,-121.898,True,San Jose
10th St at Mission St,2019-03,2026-07,37.356,-121.892,True,San Jose
10th St at Empire St,2019-03,2026-07,37.349,-121.888,True,San Jose
Sonora Ave at 1st St,2019-03,2026-07,37.364,-121.912,True,San Jose
Sunol St at San Carlos St,2019-03,2026-07,37.323,-121.906,True,San Jose
Raymond Bernal Jr Memorial Park (8th St at Hedding St); Raymond Bernal Jr Memorial Park,2019-03,2026-07,37.357,-121.896,True,San Jose
1st St at Younger Ave,2019-03,2026-07,37.355,-121.904,True,San Jose
Metro Dr at Technology Dr,2019-03,2026-07,37.368,-121.919,True,San Jose
Parkmoor Ave at Race St,2019-04,2026-07,37.317,-121.91,True,San Jose
Auzerais Ave at Los Gatos Creek Trail,2019-04,2026-07,37.321,-121.903,True,San Jose
Park Ave at Race St,2019-04,2026-07,37.326,-121.912,True,San Jose
Delmas Ave at Virginia St,2019-04,2026-07,37.32,-121.893,True,San Jose
17th St at Santa Clara St,2019-04,2026-07,37.344,-121.874,True,San Jose
1st St at San Carlos Ave; 1st St at San Carlos St,2019-05,2026-07,37.331,-121.887,True,San Jose
Stockton Ave at Lenzen Ave,2019-05,2026-07,37.337,-121.909,True,San Jose
21st St at Santa Clara St,2019-05,2023-04,37.346,-121.871,False,San Jose
Auzerais Ave at Lincoln Ave,2019-05,2026-07,37.321,-121.908,True,San Jose
Bird Ave at Willow St,2019-05,2026-07,37.311,-121.896,True,San Jose
San Carlos St at Meridian Ave,2019-05,2026-07,37.323,-121.913,True,San Jose
South San Jose State (7th St at Humboldt St); South San Jose State,2019-05,2026-07,37.32,-121.87,True,San Jose
23rd St at Taylor St,2019-05,2026-07,37.36,-121.879,True,San Jose
3rd St at Keyes St,2019-06,2025-07,37.321,-121.876,False,San Jose
San Jose Depot,2019-06,2023-11,37.344,-121.915,False,San Jose
N 14th St at E Santa Clara St,2019-09,2026-07,37.343,-121.877,True,San Jose
22nd St at William St,2019-10,2026-07,37.34,-121.864,True,San Jose
Newbury Park Dr at King Rd,2019-10,2026-03,37.366,-121.868,False,San Jose
Columbia Ave at Bird Ave,2019-10,2026-07,37.324,-121.9,True,San Jose
16th Depot Bike Fleet Station; EB Test Station,2019-10,2025-02,0.0,0.0,False,San Jose
Willow St at Blewett Ave,2019-10,2026-07,37.309,-121.9,True,San Jose
19th St at William St,2019-10,2026-07,37.338,-121.867,True,San Jose
Devine St at San Pedro St,2019-11,2026-07,37.339,-121.896,True,San Jose
St James St at 9th St; Saint James St at 9th St,2019-12,2026-07,37.343,-121.884,True,San Jose
Park Ave at Laurel Grove Ln,2019-12,2026-07,37.326,-121.905,True,San Jose
Mercado Way at Sierra Rd,2019-12,2026-07,37.371,-121.881,True,San Jose
Virginia St at 2nd St; E Virginia St at S 2nd St,2021-02,2025-03,37.324,-121.881,False,San Jose
Berryessa BART Station (Mabury Rd at Lenfest Rd); Berryessa BART; Lenfest Rd at Mabury Rd,2022-05,2026-07,37.365,-121.872,True,San Jose
23rd St at Santa Clara St,2023-04,2026-07,37.346,-121.869,True,San Jose
De Rome Dr at Sierra Rd,2025-10,2026-07,37.37,-121.88,True,San Jose
San Jose City Hall Temporary,2026-03,2026-03,37.338,-121.887,False,San Jose
Long Beach City Hall,2026-05,2026-05,33.758,-118.141,True,San Jose
